paper,section_name,nchar,text,journal
244 Spada_et_al-2011-Geophysical_Journal_International.pdf,r.esul.ts,41431,"4 R ESUL TS Figure 2.  = ... 4.1 Results for the wavenumber domain Spectrum of the isostatic relaxation times ,( j 1, , M ), j  expressed in years, for model M3Â­L70Â­V01 in the range of degrees 2 n  256, according to data sets provided by Vb, Rr, Gs and Zm (Test 1/1). 4.1.1 Results for Test 1/1 (isostatic relaxation times) = The number of modes is M 9, branches are labelled according to usual  = ... The spectrum of relaxation times ( j 1, , M ) for model conventions. j M3Â­L70Â­V01, displayed b",Geophysical Journal International
244 Spada_et_al-2011-Geophysical_Journal_International.pdf,d.iscussion.and.c.oncl.usions,10175,"5 D ISCUSSION AND C ONCL USIONS The analysis of spectral quantities in Tests 1/1 to 3/1 has shown a general agreement between the results obtained. Though the deter- mination of the isostatic spectrum of relaxation is not a straight- forward exercise and the numerical implementation of the VNM Figure 13. Polar motion (a), rate of polar motion (b) and LOD variation method differs between contributors, the results for loading and (c) computed for model M3Â­L70Â­V01 (Test 3/2). In all computations,",Geophysical Journal International
244 Spada_et_al-2011-Geophysical_Journal_International.pdf,a.c.kno.wledgments,867,"A C KNO WLEDGMENTS L06614, Geophys. Res. Lett., and the hotspots over the past century, 31, Argus, D.F. &amp; Gross, R.S., 2004. An estimate of motion between the spin axis community. 864Â­879. Geophys. J. Int., isostacy, 117, GIA research may also have a significant impact on the scientific significance of the incremental gravitational force in models of glacial cant improvements of theoretical and numerical aspects of the Amelung, F. &amp; Wolf, D., 1994. Viscoelastic perturbations of the Eart",Geophysical Journal International
244 Spada_et_al-2011-Geophysical_Journal_International.pdf,references,4130,"REFERENCES lytical and numerical techniques. Since some of the participants make their codes publicly available (though the documentation Abaqus Analysis User's Manual, version 6.7, 2007. Dassault Systems. www.simulia.com (accessed 2010). is sometimes missing or poor), we believe that these signifi- Amelung, F. &amp; Wolf, D., 1994. Viscoelastic perturbations of the Earth: cant improvements of theoretical and numerical aspects of the significance of the incremental gravitational force in models ",Geophysical Journal International
244 Spada_et_al-2011-Geophysical_Journal_International.pdf,x.other.,306,"satisfactory agreement between the results provided by the participants. Key words: Numerical solutions; Sea level change; Dynamics of lithosphere and mantle; Dynamics: gravity and tectonics; Mechanics, theory and modelling; Rheology: mantle. Zhong et al. 2008), to date no extensive GIA benchmark has been",Geophysical Journal International
246 Spada_et_al-2012-Geophysical_Journal_International.pdf,i.ntr.o.duction,8943,"1 I NTR O DUCTION follow the time-evolution of the Greenland coastal temperature and, The Greenland ice sheet (GrIS) stores an ice mass equivalent to a since the nineties, they are systematically negative. The maximum  - Â± - 1 sea level rise of 7.3 m (Lemke et al. 2007) and therefore con- amplitude is 267 38 Gt yr for the year 2007 (Rignot et al. - 1 stitutes one of the major reservoirs of fresh water on Earth. In the 2008b) (a loss of 360 Gt yr is equivalent to an average sea level - 1 Fourth ",Geophysical Journal International
246 Spada_et_al-2012-Geophysical_Journal_International.pdf,m.ethods,9865,"2 M ETHODS   where S is sea level change, is colatitude and is longitude, t is Since Greenland is recognized as a tectonically stable region with    time, and are the densities of ice and water, respectively, is i w low seismicity (Chung &amp; Gao 1997), we can assume that the present- = the reference surface gravity, G G ( h , k ) is the sea level Green's s s day uplift originates from two major components acting simultane- function (dependent upon the h and k viscoelastic load-deformation ousl",Geophysical Journal International
246 Spada_et_al-2012-Geophysical_Journal_International.pdf,r.esul.ts,57686,"3 R ESUL TS is a consequence of the larger energy contained in the low-degree portion of the gravity field spectrum. 3.1 Global elastic deformations in response In Fig. 4, a comparison is drawn between the uplift pattern ob- to current mass loss tained by the ICESat mass balance M3 of SÃ¸rensen et al. (2011) and that inferred by observations from the GRACE satellites. Among Figs 3(a)Â­(c) show the rates of vertical displacement (  U ), of rela- the various GRACE solutions so far published (e.g. ",Geophysical Journal International
246 Spada_et_al-2012-Geophysical_Journal_International.pdf,references,5345,"REFERENCES tano, G. &amp; Silenzi, S., 2011. Sea level change along the Italian coasts Alley, R.B. et al. , 2010. History of the Greenland Ice Sheet: paleoclimatic during the Holocene and projections for the future, Quat. Int., 232, 250Â­ insights, Quat. Sci, Rev., 1728Â­1756. 29, 257. Altamimi, Z., Collilieux, X., Legrand, J., Garayt, B. &amp; Boucher, C., 2007. Lemke, P. et al. , 2007. Observations: changes in snow, ice and frozen ground, ITRF2005: a new release of the International Terrestria",Geophysical Journal International
246 Spada_et_al-2012-Geophysical_Journal_International.pdf,x.other.,314,"deglaciation model and the ER associated with the new ICESat-derived mass balance. Key words: Sea level change; Space geodetic surveys; Global change from geodesy; Elas- ticity and anelasticity; Dynamics of lithosphere and mantle; Rheology: mantle. than one year, in some cases. The mass balances appear to broadly",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,i.ntr.o.duction,28669,"1 I NTR O DUCTION ocean-water density and salinity changes, does not imply any mass In a global change scenario, current sea level rise is perhaps one variations (steric contribution). It is now recognized that both the of the most debated environmental problems (see the IPCC Fourth mass and the steric contributions, beside varying the global mean Assessment Report, Bindoff et al. 2007). On the century timescale, sea level rise (GMSLR), also imply significant geographically non- sea level variat",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,t.g.d.at.a.a.nd.uncorrected,98,"2 T G D AT A A ND UNCORRECTED these recent observations upon the long-term sea level trends is, in",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,gmslr.estimates,33091,"GMSLR ESTIMATES our opinion, worthy of investigation. Despite the large annual (Willis et al. 2008), decadal and inter- 2.1 TG observations decadal fluctuations (Sturges &amp; Hong 2001), the D97 time-series shown in Figs 3 and 4 coherently denote a long-term sea level A broad review on the availability and quality of TG observations rise. The spatial coverage of this specific subset of TGs, shown during the last two centuries has been provided by Douglas (2001), in Fig. 2(b), strongly suggests ",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,g.ia.correction.o.f.t.g,89,"3 G IA CORRECTION O F T G considerably. Though barely visible in (c), in KL05 the melting",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,observations,22510,"OBSERVATIONS of Antarctica continues essentially until 1000 yr ago (Nakada &amp; Lambeck 1988), while in the other models it terminates between 5 3.1 GIA modelling and 4 kyr BP. In addition to the distinct viscosity profiles assumed, The GIA component of sea level change is evaluated solving the summarized in Table 3, these features have important consequences `Sea Level Equation' (hereinafter referred to as SLE). It reads: on the assessment of present day regional sea level variations. For , = ",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,d.iscussion,39090,"4 D ISCUSSION 4.1 A new, GIA-based selection criterion: the SGX set In Fig. 14(a), we show the rates of sea level change for 44 TGs v = for which at least N 60 yr of valid RLR annual records are min available. In the following, this requirement will be referred to as criterion (I) (the new or revised criteria introduced in this study are summarized in Table 4 and compared with those by D97). Criterion (I) constitutes a stronger constraint compared to its counterpart (1) of D97, which is based on",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,c.oncl.usions,3818,"5 C ONCL USIONS to be attributed to the assumption that the NA West coast and SE After a revisitation of previous work and an overview of the currently North America TGs are located outside the peripheral bulge of the available data, we have proposed a new solution to the long-standing formerly ice-covered regions. While this can be certainly assumed problem of the assessment of GMSLR from secular TG observa- for GIA computations based on model ICEÂ­3G, our computations tions. Although local sea",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,a.c.kno.wledgments,2773,"A C KNO WLEDGMENTS 2004. Estimates of the regional distribution of sea level rise over the Very constructive comments by Jerry Mitrovica and an anony- 1950Â­2000 period, J. Clim., 17, 2609Â­2625. mous reviewer have greatly helped to improve the manuscript. Das, P.K. &amp; Radhakrishna, M., 1991. An analysis of Indian tide gauge records, J. Earth Syst. Sci., (2), 177Â­194. We have particularly benefited from stimulating discussions with 100 Davis, J.L. &amp; Mitrovica, J.X., 1996. Glacial isostat",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,references,3961,"REFERENCES Emery, K.O. &amp; Aubrey, D.G., 1991. Sea Levels, Land Levels, and Tide Gauges, Springer-Verlag, New York, NY, 237pp. Aubrey, D.G. &amp; Emery, K.O., 1986. Relative sea levels of Japan from tide Fairbanks, R.G., 1989. A 17,000Â­year glacioÂ­eustatic sea level record: influ- gauge records, Bull. geol. Am. Soc., 97 (2), 194Â­205. ence of glacial melting rates on the Younger Dryas event and deep-ocean Barnett, T.P., 1983. Recent change in sea level and their possible causes, circulation,",Geophysical Journal International
248 spada j.1365-246X.2012.05663.x.pdf,x.other.,144,"). Key words: Sea level change; Global change from geodesy; Rheology: mantle. activity (mass contribution). The second, which is associated with",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,i.ntr.o.duction,29636,"1 I NTR O DUCTION at regional (Komatitsch &amp; Vilotte 1998; Komatitsch et al. 2004) Seismic tomography uses measurements between simulated (or and global scales (Komatitsch &amp; Tromp 2002a,b; Capdeville et al. `synthetic') and observed seismic waveforms to obtain 3-D 2003). Furthermore, the same numerical methods may be used to images of Earth's interior. A tomographic inversion is a minimiza- compute sensitivity kernels corresponding to these 3-D models at tion problem that begins with the ",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,g.radient.of.misfit.function,96,"4 G RADIENT OF MISFIT FUNCTION fiedinTromp et al. (2005). For example, Luo &amp; Schuster (1991)",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,and.i.terat.ive.i.nversion,96,"AND I TERAT IVE I NVERSION used a cross-correlation traveltime difference, while Fichtner et al.",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,pr.ocedure,47849,"PR OCEDURE (2008, 2009) windowed and weighted waveforms both in the time and frequency domains prior to measuring phase and amplitude dif- The method we use to iterate from the initial model ( m )tothe final 00 ferences. Our choice to measure phase (or traveltime) differences model ( ) is adapted from the approach illustrated in Tape et al. m 16 was motivated by the success of such measurements in seismic to- (2007). The Tape et al. (2007) study involved a 2-D tomographic mography (e.g. Humphrey",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,m.i.s.f.i.t.a.n.a.ly.s.i.s,6409,"6M I S F I T A N A LY S I S the subplots. Tape et al. (2009) assessed the quality of the new crustal model, (i) There is a strong similarity between the earthquakes used in m , as well as the reduction in misfit from the initial 3-D model, 16 the inversion (`tomo') and the earthquakes not used in the inversion m ,to m . The analysis included an evaluation of both the travel- 00 16 (`extra'), both in terms of the overall misfit and the misfit reduction. time measure of misfit used in the tomograp",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,m.odel.uncert.a.inty,90,"7 M ODEL UNCERT A INTY &gt; W W which F ( ) F ( ). In Fig. 23, we have included two of m m",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,and.r.esol.ution,9991,"AND R ESOL UTION 16 00 the largest negative VRL full seismograms in the entire data set. The emphasis in assessing the new crustal model is on misfit (Sec- = In Figs 23(a)Â­(c), the transverse component is `unfit' by T 1.1 tion 6). We do not estimate uncertainties of model parameters ( V s, which barely exceeds the target measurement of 1.0 s (eq. 4), S and V ), nor do we perform a formal resolution analysis. A single and the amplitude is too large as well. However, the phase of the B resolution",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,c.oncl.usion,8509,"8 C ONCL USION (e.g. Fig. 16a). We have exploited the accuracy of the SEM within a tomographic (vi) Although only traveltime differences are used in the misfit inverse problem based on adjoint methods. After 16 iterations, we function (eq. 6), amplitude differences also decrease in the final Â± have obtained a model with local perturbations of 30 per cent from model, partly due to focusing and defocusing induced by the 3-D the initial 3-D model. We have fit thousands of three-component model (Fi",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,a.c.kno.wledgments,2361,A C KNO WLEDGMENTS and for suggesting the use of a source subspace projection method to compute the model update in the tomographic inversion. We ac- We thank Andreas Fichtner and Guust Nolet for reviews that im- knowledge many valuable discussions with Albert Tarantola during proved this manuscript. This study would not have been possible his extended visits to Caltech (2007) and Princeton (2009). We uti- without either seismic waveforms or parallel computing facilities. lized SAC and GMT softw,Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,references,7333,"REFERENCES motion using multiple data sets, Geophys. Res. Lett., 32, L23312, doi:10.1029/2005GL024417. Aagaard, B.T. et al. , 2008a. Ground-motion modeling of the 1906 San Dahlen, F.A. &amp; Baig, A.M., 2002. FrÂ´echet kernels for body-wave amplitudes, Francisco earthquake. Part II: gound-motion estimates for the 1906 Geophys. J. Int., 150, 440Â­446. earthquake and scenario events, Bull. seism. Soc. Am., 98 (2), 1012Â­ Dahlen, F.A. &amp; Tromp, J., 1998. Theoretical Global Seismology, Princeton ",Geophysical Journal International
258 Tape_et_al-2010-Geophysical_Journal_International.pdf,x.other.,221,S assessment. Key words: Inverse theory; Body waves; Surface waves and free oscillations; Seismic GJI tomography; Computational seismology; Crustal structure. be used to compute synthetic seismograms in complex 3-D models,Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,i.ntr.o.duction,13546,"1 I NTR O DUCTION Seismic tomography is a fundamental tool in revealing the 3-D structure of the Earth's interior at all scales (e.g. Romanowicz 1991 , 2003 ; Rawlinson et al. 2010 ;Liu &amp;Gu 2012 ). The resultant 3-D images provide crucial evidence for the tectonic evolution and internal geodynamic processes of our planet (e.g. Dziewonski 1984 ;Masters et al. 2000 ;Li et al. 2008 ; Fukao et al. 2009 ;Zhao et al. 2013 ). Driven by the continued demand for higher resolution images, and thanks t",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,s.em.fk.h.ybrid.m.ethod,1876,"2 S EM-FK H YBRID M ETHOD 2.1 FK method In this study, we are interested in modelling responses of local heterogeneities to teleseismic body-wave incidence. For computational efficiency, we assume the wave fronts of teleseismic body waves to be planar when they arrive in the upper mantle beneath a seismic array with a limited aperture (Rondenay 2009 ), which can then be propagated into a local medium. As shown in Fig. 1 , the plane waves impinge  at University of California, Davis on July 20, 20",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,sem,11496,"2.2 SEM For 2- and 3-D heterogeneous media, the analytical techniques (such as the FK method discussed in the Appendix) can no longer adequately capture the complex wave propagation phenomena related to interactions with local heterogeneities, and numerical solvers have to be used. The SEM is a class of numerical methods that is currently widely used to simulate seismic wave propagation in heterogeneous media at both regional (e.g. Komatitsch et al. 2004 ; Peter et al. 2011 ) and global (e.g. Ko",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,b.rief.summary.of.the.t.heory.o.f.a.djoint.t.o.mography,12502,"3 B RIEF SUMMARY OF THE T HEORY O F A DJOINT T O MOGRAPHY Over the past three decades, discontinuity characterization using converted seismic waves and the determination of volumetric material properties by seismic tomography have formed the set of core methodologies used in seismic imaging of the solid Earth at regional and global scales. These two families of methods provide complementary means of mapping the internal structures of the Earth (Rondenay 2009 ). Actually, observed seismograms dep",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,s.eismic.array.i.ma.ging,38439,"4 S EISMIC ARRAY I MA GING The SEM-FK hybrid method developed in Section 2 provides a tool to accurately calculate responses of local heterogeneities to incident plane waves. Based upon the FrÂ´echet kernels computed by an adjoint method, we can exploit the sensitivities of various phases to both subsurface discontinuities and volumetric material properties. Furthermore, we can iteratively update the model by a non-linear CG method and achieve optimized models that are consistent with seismic da",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,d.iscussions.a.nd.future.w.orks,8336,5 D ISCUSSIONS A ND FUTURE W ORKS The SEM-FK hybrid method developed in this study provides a tool for the application of adjoint tomography to teleseismic converted/scattered wave imaging of crust and upper-mantle structures beneath seismic arrays. The interfacing of analytical wavefields for 1-D background models and numerically calculated full wavefield for 2-/3-D inhomogeneous media alleviates us from the currently prohibitively expensive computation of global seismic wave propagation at fre,Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,c.oncl.usions,1794,6 C ONCL USIONS We have developed and implemented an SEM-FK hybrid method that interfaces FK solutions for 1-D background media with accurate SEM simulations of plane-wave propagation in 2-D local media. It takes into account complex wave phenomena associated with interactions of incoming teleseismic wavefield with local heterogeneities. The much smaller local computational domain permits the application of SEM  for high-frequency body waves ( 1 s) with modest computational resources. The FrÂ´ec,Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,a.c.kno.wledgements,1913,"A C KNO WLEDGEMENTS This research was supported by the G8 Research Councils Initiative on Multilateral Research Grant and the Discovery Grants of the Natural Sciences and Engineering Research Council of Canada (NSERC). Computations for this study were performed on hardware purchased through the combined funding of Canada Foundation for Innovation (CFI), Ontario Research Fund (ORF) and University of Toronto Startup Fund, and partly hosted by the SciNet HPC Consortium. SciNet is funded by CFI unde",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,references,2739,"REFERENCES spectral-element method: an advanced unstructured mesher for complex 3D geological media, in Proceedings of the 16th International Meshing Aki, K., Christofferson, A. &amp; Husebye, E., 1977. Determination of the Roundtable, Vol. 5B.4, pp. 579Â­597, Seattle, WA, USA. three-dimensional seismic structure of the lithosphere, J. geophys. Res., Chaljub, E., Komatitsch, D., Vilotte, J.P., Capdeville, Y., Valette, B. &amp; Festa, 82, 277Â­296. G., 2007. Spectral-element analysis in seismolog",Geophysical Journal International
264 Geophys. J. Int.-2014-Tong-369-95.pdf,x.other.,118,GJI Key words: Numerical solutions; Coda waves; Seismic tomography; Wave scattering and diffraction; Wave propagation.,Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,i.ntr.o.duction,5244,"1 I NTR O DUCTION purpose of the near real-time system presented in this paper is to The members of the international Federation of Digital Seismograph provide seismologists with synthetic seismograms that complement Networks (FDSN) collectively provide access to three-component, the data recorded by the FDSN.  broad-band time-series of ground motion recorded at hundreds of Every week, of order ten magnitude 5.5 and greater earth- locations around the world. Freely available data from these coop",Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,s.ynthetic.s.eismograms,12928,"2 S YNTHETIC S EISMOGRAMS earth models is relatively straightforward and numerically fast and The near real-time system computes two sets of synthetic seismo- cheap, the calculation of 3-D synthetics requires access to modest grams, which we briefly describe in the following two sections. to large parallel computers. The record length is 100 min for earthquakes with magnitudes less The near real-time system computes spectral-element synthetic than 7.5, such that the first arriving Love and Rayle",Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,d.iscussion,5617,"4 D ISCUSSION  After each event, the near real-time system performs a low- Each time an earthquake of magnitude 5.5 or greater occurs any- resolution 3-D spectral-element simulation to produce an animation where in the world, we use a trigger from the Global CMT Project of the earthquake. The duration of the simulation scales linearly with to initiate calculations of 1-D and 3-D synthetic seismograms. For 2010 The Authors, GJI , 183, 381Â­389 C Journal compilation 2010 RAS C 388 J. Tromp et al. ",Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,a.c.kno.wledgments,3703,"A C KNO WLEDGMENTS of the International Geophysics Series, pp. 1613Â­1614, Academic Press, eds Lee, W.H.K., Kanamori, H., Jennings, P.C. &amp; Kisslinger, C., Vol. 81 national Handbook of Earthquake and Engineering Seismology, Part B, Inter- processing and analysis tools for seismologists and engineers, in near real-time system. Goldstein, P., Dodge, D., Firpo, M. &amp; Minner, L., 2003. SAC2000: Signal Global CMT Project `upgrades' to a new 3-D model, so will the 223Â­226. 22, Geophys.J.R.astr.",Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,references,4041,"REFERENCES Amante, C. &amp; Eakins, B., 2009. ETOPO1 1 Arc-minute global relief model: procedures, data sources and analysis, Tech. rep., NOAA. Bassin, C., Laske, G. &amp; Masters, G., 2000. The current limits of resolution for surface wave tomography in North America, in EOS, Trans. Am. geophys. Un., 81. F897, Chaljub, E., Capdeville, Y. &amp; Vilotte, J.P., 2003. Solving elastodynamics in a fluid-solid heterogeneous sphere: a parallel spectral-element approxi- mation on non-conforming grids, J",Geophysical Journal International
266 Tromp_et_al-2010-Geophysical_Journal_International.pdf,x.other.,204,"comparing simulated and observed seismograms. Key words: Earthquake ground motions; Seismicity and tectonics; Computational seismology. For stations which are online, data are accessible in real time. The",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,i.ntr.o.duction,3990,"1 I NTR O DUCTION Diffuse seismic wavefields created by stochastic wave excitation at the Earth's surface are known to contain significant information about the interior. Seismograms of these wavefields look much like band-limited noise, reflecting the stochastic nature of wave excitation. However, cross correlations between seismograms at different seismographic stations show statistically significant signals to be present. A large body of work has attempted to model such seismic interferometry",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,g.o.v.erning.eq.uations,667,"2 G O V ERNING EQ UATIONS  s x Let us consider an earth model with volume and outer free surface . The synthetic wavefield ( , t ) is governed by the seismic wave equation  s -  Â· T = f , 2 (1) t  T where denotes the mass density. In an elastic medium, the stress is related to the displacement gradient through Hooke's law: T = c  s , : (2) c  where denotes the fourth-order elastic tensor. On the earth's free surface the traction must vanish: n Â· T = 0  , ^ on (3) n f where ^ denotes the unit o",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,g.reen.s.tensor,1030,"3 G REEN'S TENSOR G x , x - f x , = I  x - x  - I The Green's tensor ( ; t t ) is the response to the source ( t ) ( ) ( t t ), where denotes the identity tensor. In terms of the Green's tensor, the solution to the boundary value problem introduced in the previous section may be expressed as t s x , = G x , x - Â· f x , x . 3 ( t ) ( ; t t ) ( t )d d t (4) - The Green's tensor satisfies the sourceÂ­receiver reciprocity relationship (e.g. Aki &amp; Richards 1980; Dahlen &amp; Tromp 1998) G x , x ",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,n.oise.cr.oss.c.orrelation,3869,"4 N OISE CR OSS C ORRELATION We are interested in observed and simulated cross correlations between time-series recorded at two distinct locations. In practice, one uses an `ensemble average' of many cross correlations, which we will refer to as the `ensemble cross correlation'. From an observational perspective, obtaining an ensemble average involves stacking hours (Sun) or months (Earth) worth of noise cross-correlation data. In principle, one can obtain simulated ensemble cross correlations b",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,o.ptimizat.ion,10374,"5 O PTIMIZAT ION   Suppose we have observed ensemble cross correlation C and simulated ensemble cross correlation C , calculated based obs sim upon (16). Our objective is to minimize their differences,    = - , C C C (18) sim obs 2010 The Authors, GJI , 183, 791Â­819 C Journal compilation 2010 RAS C c(""794"", ""J. Tromp"", ""et al."", ""based upon the misfit function"", """", ""="", ""1"", ""2"", ""C"", """", ""sim"", ""-"", ""C"", """", ""obs"", ""2"", ""d"", ""t"", ""-"", """", ""Â·"", """", ""2"", ""t"", ""s"", ""-"", """", ""Â·"", ""T"", ""-"", ""f"",",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,a.l.tern.ative.measurements,2296,"6 A L TERN ATIVE MEASUREMENTS As discussed by Tromp et al. (2005) and Fichtner &amp; Igel (2009), there are numerous other measurements one may choose to use. In each case the ensemble adjoint source needs to be modified, and the resulting finite-frequency sensitivity kernels will reflect the new measurement. For example, rather than using differences between observed and simulated ensemble cross correlations, one may opt for the non-dimensional misfit 1   2  = - , C C d t (48) sim obs  N where ",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,x2..d.examples,34584,"7 2 -D EXAMPLES To develop intuition for the construction and nature of ensemble sensitivity kernels, we start with some simple 2-D examples. Consider the 2-D wave equation for `membrane' surface waves, as in Tape et al. (2007). Wave propagation is governed by the 2-D wave equation  =  Â·   + , 2 s ( s ) f (55) t   = / where s denotes the vertical component of waves in a horizontal membrane, and waves travel with shear wave speed . x The frequency-domain Green's function for this problem may be ",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,x3..d.examples,12447,"8 3 -D EXAMPLES In this section, we illustrate 3-D noise cross-correlation sensitivity kernels. Only final ensemble sensitivity kernels are shown, since the   Ã— constructions of such kernels is illustrated in the 2-D examples. We first consider regional problems, involving one 90 90 `chunk' of the cubed sphere (Komatitsch &amp; Tromp 2002a,b). Next, to connect with classic ambient noise tomography, we explore the behaviour of ensemble sensitivity kernels in global simulations. As in the 2-D cas",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,n.oise.cr.oss.correlation.t.o.mography,11423,"9 N OISE CR OSS-CORRELATION T O MOGRAPHY So far we have only considered `one-to-one' cross-correlation measurements between two distinct locations. In this section, we consider the calculation of `one-to-many' ensemble sensitivity kernels for noise cross-correlation tomography. This distinction is similar to the distinction between `banana-doughnut' kernels and `event' kernels in earthquake adjoint tomography (Tromp et al. 2005; Tape et al. 2007). Basically, the event kernel consists of a sum of",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,concl.usions,2844,"10 CONCL USIONS Under the assumption that noise is spatially uncorrelated, we efficiently calculate synthetic ensemble cross correlations which may be used as a reference in seismic interferometry. Our cross correlations compare favourably with results of Cupillard &amp; Capdeville (2010) obtained following a standard stacking process. Based upon a measure of misfit between simulated and observed noise cross correlations, we determine corresponding sensitivity kernels. Such kernels involve inter",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,a.c.kno.wledgments,644,A C KNO WLEDGMENTS We thank Andreas Fichtner and Fan-Chi Liu for constructive reviews which helped to improve the manuscript. All 3-D simulations were performed on the `Sesame' Dell cluster built and maintained by the Princeton Institute for Computational Science &amp; Engineering. The open source spectral-element software packages SPECFEM2D and SPECFEM3D_GLOBE used for this paper are available for download via the Computational Infrastructure for Geodynamics (www.geodynamics.org). We acknowledg,Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,references,6274,"REFERENCES method for three-dimensional seismic wave propagation, Geophys. J. Int., 139, Aki, K. &amp; Richards, P.G., 1980, Quantitative Seismology, Theory and Meth- 806Â­822. ods , W.H. Freeman, San Francisco, California. Komatitsch, D. &amp; Tromp, J., 2002a, Spectral-element simulations of global 149, Bensen, G.D., Ritzwoller, M.H., Barmin, M.P., Levshin, A.L., Lin, F., seismic wave propagation--I. Validation, Geophys. J. Int., 390Â­412. Moschetti, M.P., Shapiro, N.M. &amp; Yang, Y., 2007, P",Geophysical Journal International
267 Tromp_et_al-2010-Geophysical_Journal_International (1).pdf,x.other.,113,helioseismology. Key words: Interferometry; Seismic tomography; Computational seismology; Theoretical seismology.,Geophysical Journal International
273 Geophys. J. Int.-2014-van Driel-880-93.pdf,i.ntr.o.duction,7992,"1 I NTR O DUCTION are expected to be anisotropic (e.g. Panning &amp; Romanowicz 2004 ; Seismic anisotropy describes directional dependence of seismic Long 2009 ; Nowacki et al. 2011 ;Walker et al. 2011 ; Cottaar &amp; wave speeds and occurs in the Earth for various reasons: most im- Romanowicz 2013 ). In the inner core, hexagonal anisotropy with portantly, mantle flow tends to align intrinsically anisotropic crystals a fast axis in northÂ­south direction is observed both with normal causing latt",Geophysical Journal International
273 Geophys. J. Int.-2014-van Driel-880-93.pdf,m.ul.tipole.expa.nsion,11693,"2 M UL TIPOLE EXPA NSION expansion corresponding to eq. (1). While this is a well known fact for spherically symmetric earth models (which are a special case For clarity and generality, we outline two different approaches which of axial symmetry and only include transversely isotropic media, show that the decomposition into a multipole series remains valid see e.g. Dahlen &amp; Tromp 1998 ), we prove here that this expansion and still results in a series of uncoupled equations in the presence is",Geophysical Journal International
