paper,section_name,nchar,text,journal
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,comparison.with.ethiopian.rift.deformation.patterns,1435,"4.1. Comparison with Ethiopian Rift deformation patterns extent across the broad rift zone. The segments therefore remain the preferred location of magma injection during renewed rifting epi- The distribution of seismicity in the Ethiopian Rift supports a sodes, promoting the stability and longevity of the segments. It is only model of extensional stress focused by the intrusion of magma main- during periods when the entire magmatic segment becomes weak taining regular along-axis rift segmentati",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,conclusions,10277,"5. Conclusions Â­ 209, 301 309. Audin, L., Quidelleur, X., CouliÃ©, E., Courtillot, V., Gilder, S., Manighetti, I., Gillot, P., fi The Main Ethiopian Rift is in its nal stages of continental rifting. 40 39 Â­ Tapponnier, P., Kidane, T., 2004. Palaeomagnetism and K Ar and Ar/ Ar ages in the Ali Sabieh area (Republic of Djibouti and Ethiopia): constraints on the mech- Within the broad rift zone, extensional deformation has localized anism of Aden ridge propagation into southeastern Afar during the",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,x.other.,1290,"self-sustaining magmatic segmentation. Initiation of the magmatic segments is shown to result from magma Keywords: East African Rift injections, which focus strain in narrow elongated zones. During magmatic phases of segment evolution the continental rifting segments are weak, and extensional stresses localize at the rift tips, promoting along-axis lengthening. During magmatic intrusion amagmatic phases of extension, the numerical models predict strain localization within the magmatic stress seg",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,introduction,8321,"1. Introduction ( Harder and Christensen, 1996; Kiefer, 2003; Wenzel et al., 2004; Solomon et al., 2005; Zhong, 2009; Sramek and Zhong, 2010 ). The relative and absolute ages of surface features can be stud- The Tharsis region, consisting of the shield volcanoes Olympus ied by impact cratering studies ( Tanaka, 1986; Tanaka et al., Mons, Arsia Mons, Pavonis Mons, Ascraeus Mons and Alba Patera, 1992; Hartmann et al., 1999, 2008; Werner, 2009 ). The south- is one of the most prominent features of ",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,melting.history,1076,"1.1. Melting history rate and heating rate that decreases with time due to the decay ). We consider both a constant heating Roberts and Zhong, 2006 ( a viscosity increase by a factor of 8 and 25 at a depth of 996 km ). 2004; Roberts and Zhong, 2004, 2006 Lenardic et al., a strongly temperature/depth-dependent viscosity ( dependent viscosity and a layered viscosity structure that includes plain the formation of Tharsis; this convective platform requires We consider a Newtonian rheology with a str",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,numerical.method,5251,"2. Numerical method sistent with present day radioactive element concentrations while Roberts and Zhong (2006) used a much higher internal heating Mantle convection on Mars is currently in the stagnant-lid con- value ( Fig. 1 ). In both cases the value of the internal heating vection regime ( Solomatov, 1995; Solomatov and Moresi, 1996, rate was constant with time. Roberts and Zhong (2006) suggested 2000; Reese et al., 1998, 1999, Grasset and Parmentier, 1998 ). that the single upwelling (i.e., ",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,radioactive.heat.sources,11211,"2.1. Radioactive heat sources u . T T H H (3) int L  t where u , P , T , and  are the velocity vector, dynamic pressure, While in many mantle convection studies, the heat source term, temperature and viscosity respectively. Ra is the Rayleigh number, H from Eq. (5) , is taken to be constant with time, here we use int H is the non-dimensional internal heating rate (which may be a heat source as a function of time based on the concentration int a function of time) and H is the non-dimensional late",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,varying.heat.source.calculations,5932,"3.2. Varying heat source calculations between the crust and the mantle. The fraction of radioactive ele- ments in the mantle is 0%, 40% and 100% as we move from SK1 to Based on the difference between the melt produced in the pre- SK3. SK4 has the same partitioning as SK2. vious calculations we speculate that the decrease in internal heat- An isosurface of temperature for models SK1, SK2 and SK3 is ing through time could change melt production with time. The shown in Fig. 5 . For SK1, with 0% of ",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,discussion,7601,"4. Discussion the two small plume heads ( Fig. 6 ) and is not sufficient to cre- ate Tharsis, even if 100% of the melt in the mantle reached the The constant heating rate models illustrate the strong effect of 3 surface or underplated the crust. SK2 produces 10 km / yr of melt internal heating rate on melt. The low internal heating rate model, around 4.1 Ga and random pulses of melt continue till 3.6 Ga be- PS1producesapulseofmeltearly butnomeltatpresent day fore dying out. The majority of the m",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,conclusion,8993,"5. Conclusion References Agee, C.A., Draper, D.S., 2004. Experimental constraints on the origin of Martian me- We modeled 3D spherical convection with both constant and teorites and the composition of the Martian mantle. Earth Planet. Sci. Lett. 224, varying heat sources with a hot isothermal interior and with the 415Â­429. inclusion of latent heat and ran for 4.3 Gyr. A constant and low Anderson, R.C., Dohn, J.M., Golombek, M.P., Haldemann, A.F.C., Franklin, B.J., Tanaka, value of internal heat",Earth and Planetary Science Letters
235 sekhar1-s2.0-S0012821X13006870-main.pdf,x.other.,1858,"to produce Tharsis rise as well as present day melt to explain recent volcanism. In this work, mantle Keywords: convection simulations were performed using finite element code CitcomS in a 3D sphere starting from mantle convection a uniformly hot mantle and integrating forward in time for the age of the solar system. We implement melting history volcanic evolution constant and decaying radioactive heat sources; and vary the partitioning of heat sources between the Tharsis rise crust and mantle, ",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,introduction,15090,"1. Introduction records have been available only since 1875 ( Lichter et al., 2010; Raicich, 2007 ). Global mean sea level has risen by about 18 cm over the past By comparison, sea level has risen and fallen by more than 100 m century ( IPCC, 2007 ). The two major contributing mechanisms for between glacial maxima and minima, and most studies of past sea- such a sea-level rise are thermosteric expansion and mass addition to level changes provide information on rates of which largely depend Â­ th",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,data.and.methodology,154,"2. Data and methodology constant over the years (for details see: Sivan et al., 2004 ). Two types of sea level indicators are used in this study. Firstly,",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,measurement.uncertainties,160,"2.1. Measurement uncertainties estimates had been obtained from coastal structures built above the highest mean sea levels, including drainage outlets of sewage",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,vertical.uncertainty,7835,"2.1.1. Vertical uncertainty fl channels and gutters, levelled oors, and rock-cut foundation There are various types of uncertainty in our measurements. fi trenches for coastal forti cations. These indicators are used as an Firstly, there is uncertainty induced by the measurement method. upper limit for past sea levels ( Table 2 ). Secondly, the study estimates Then there is uncertainty caused by the corrections to the direct sea level based on structures which depend on the height of the measure",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,dating.uncertainties,3862,"2.1.2. Dating uncertainties 3. Results the two mantle regions, keeping the history of the ice sheets unchanged. levels. The average of these extremes is 0.14 m. Pa.s in and Â±0.2Ã—10 le has been varied by Â±2Ã—10 the viscosity pro assuming that such structures had been built above the highest mean fi 21 21 RSL to mantle rheology and the modelling uncertainties at the Israeli sites, we use the extreme peaks measured in 1963, 1979 and 2002, ). However, in order to test the sensitivity of nominal m",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,global.isostatic.adjustment..gia..estimates,3820,"2.2. Global Isostatic Adjustment (GIA) estimates The GIA contribution to the late Holocene sea level variations along the Israeli coast is evaluated in the current paper by solving the Sea Level Equation ( Farrell and Clark, 1976 ) by means of an improved version of the public-domain program SELEN ( Spada and Stocchi, 2006, 2007 ). fi (Details available from: http://www. s.uniurb.it/spada/SOFT.html ). Fig. 3. Sea-level observations vs. model prediction (ICE-5G), in which the GIA model of Caesare",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,results,838,"3. Results 2.1.2. Dating uncertainties The new sea level estimates cover the period from 400 BC to the 18th The study uses published data, together with the new observa- century AD, with most of the new observations from the Crusader tions, all presented in Fig. 2 a and b. The current paper focuses mainly fi period ( Fig. 2 ). The Crusader period in the research area lasted 200 yr, on the Crusader period, rst discusses the data, and then provides a and therefore in general the calculated uncerta",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,new.observations.of.sea.level..mainly.from.the.crusader.period,4308,"3.1. New observations of sea level, mainly from the Crusader period and 1160, but the water-wells and cisterns of the Hospitaller Quarter (12th to end of 13th century) were built during the second phase, between 1194 and 1204. Most of the buildings, structures and fortresses in Atlit ( Fig. 1 b) are from the second The new estimates for mean sea level during the Crusader period - - phase, and therefore the uncertainty was determined as Â±50 yr all range between 0.15 m and 0.85 m ( Table 2 and Fi",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,discussion,191,4. Discussion levels observed about 1000 yr ago 4.1. Possible input of the GIA and tectonic vertical movements to the low reconstruct the sea level recovery following the Crusader period low.,Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,possible.input.of.the.gia.and.tectonic.vertical.movements.to.the.low,6939,"4.1. Possible input of the GIA and tectonic vertical movements to the low levels observed about 1000 yr ago 4. Discussion The RSL along the coasts of Israel is shown in Fig. 3 , where all the The low Crusader levels suggested by the observations require observed data collected in the current study ( Table 2 ) are presented, some physical forcing for explanation. Rates of change of about 0.5 m together with the results of the model computations (shaded area) within a few centuries are certainly w",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,can.global.and.regional.scale.atmospheric.parameters.support.the,15240,"4.2. Can global and regional scale atmospheric parameters support the The NAO is presently one of the major descriptors of the winter observed sea-level change? Mediterranean atmospheric conditions. When the NAO is highly positive, strong prevailing westerlies blowing towards Northern There is wide agreement that relatively warmer conditions Europe carry moisture and heat from the Atlantic. This leaves the characterised parts of the world during the MWP, or as better termed, Mediterranean with h",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,conclusions,455,"5. Conclusions Cohen, A.C., Palacios-Fest, M.R., Msaky, E.S., Alin, S.R., Mckee, B., O'Reilly, C.M., Dettman, 571. the Dead Sea. Geol. Soc. Am. Bull. 116, 555 Â­ Bookman (Ken-Tor), R., Enzel, Y., Agnon, A., Stein, M., 2004. Late Holocene lake levels of . 2.3.CO;2 0004:RDDTLD 0091-7613(1995) 023 N b justify a 1.5 m anomaly. Resolving this question needs further research. 10.1130/ 8. doi: catastrophic sea-level rise and ice-sheet collapse. Geology 23, 4",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,doi.,6607,"8. doi: 10.1130/ justify a 1.5 m anomaly. Resolving this question needs further research. b N 0091-7613(1995) 023 0004:RDDTLD 2.3.CO;2 . Bookman (Ken-Tor), R., Enzel, Y., Agnon, A., Stein, M., 2004. Late Holocene lake levels of Â­ the Dead Sea. Geol. Soc. Am. Bull. 116, 555 571. Cohen, A.C., Palacios-Fest, M.R., Msaky, E.S., Alin, S.R., Mckee, B., O'Reilly, C.M., Dettman, 5. Conclusions D.L., Nkotagu, H., Lezzar, K.E., 2005. Paleolimnological investigations of anthropo- genic environmental chang",Earth and Planetary Science Letters
263 toker 1-s2.0-S0012821X11004353-main.pdf,x.other.,892,"' Climate Anomaly (MCA). On the basis of published data it appears that a positive North Atlantic Oscillation Keywords: (NAO) phase coincided with a negative Southern Oscillation Index (SOI), the former affecting the temperature sea-level fl fl and freshwater ux in the Mediterranean Sea and most of its rivers, and the latter affecting the Nile out ow. archaeological sea-level indications Changes of 0.125 psu in salinity and 0.4 Â°C are estimated as upper limits for the change, and these are Medi",Earth and Planetary Science Letters
282 weller 1-s2.0-S0012821X15001648-main.pdf,introduction,7930,"Introduction with episodic behavior. The episodic regime is characterized by pe-                   riods of quiescence (akin to stagnant-lid) punctuated with rapid                   episodes of surface overturn ( Moresi and Solomatov, 1998 ). The                         The Earth is the only planetary body in our solar system with                   three modes of convection and surface tectonics described can                   currently active plate tectonics. Plate tectonics is characterized by",Earth and Planetary Science Letters
282 weller 1-s2.0-S0012821X15001648-main.pdf,methods,7810,"methods interested in how the inherently non-linear behavior of the con-                 vecting system, and differing evolutionary conditions, can allow                                         We explore a model of planetary convection defined by the for the potential of multiple stable tectonic states for equivalent                             equations of mass, momentum, and energy conservation, assum- material and thermal parameters ( Crowley and O'Connell, 2012;             ing incompressib",Earth and Planetary Science Letters
282 weller 1-s2.0-S0012821X15001648-main.pdf,results,4131,"Results 1 1 = -   ( T ) exp A (12)     3.1. Internal heating 0 d + T 1 2                                       This section maps the effects of the internal heating rate on where T is the non-dimensional temperature and ranges from [ ]                                     the potential of multiple, stable tectonic states. Fig. 2 shows the 0 1 for the nominal reference case. The pre-exponential factor ,                                             potential tectonic states identified for the model ",Earth and Planetary Science Letters
282 weller 1-s2.0-S0012821X15001648-main.pdf,x.other.,3004,"      Â© http://dx.doi.org/10.1016/j.epsl.2015.03.021 (M.B. Weller). matt.b.weller@rice.edu address: E-mail a that argued have groups Some ""super-Earths""). (so-called Earth                     author. Corresponding *   the than larger significantly those in particular planets, restrial                 ter- extra-solar the of realm the into extended been has Earth                     the on tectonics plate of initiation the about Uncertainty                   associated regime tectonic transition",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,introduction,7429,"1. Introduction studies can constrain the depth, size, and sharpness of the associated velocity jumps, which can be compared to the experi- fi The mantle transition zone (MTZ) is de ned by discontinuities mental data to infer constraints on the thermal and chemical in seismic wave velocities at 410 km and 670 km depth. It has long nature of the mantle ( Shearer, 2000 ). These analyses are typically been at the center of the debate between multi- and single-layered performed using isotropic veloc",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,data,7256,"2. Data measurements for the different modes, i.e., they were able to determine the number of higher modes reliably constrained by the The data employed in this study were the degree 20 anisotropic seismograms. Another advantage of their method was that it phase velocity maps of Visser et al. (2008a) for Rayleigh wave provided consistent phase velocity uncertainties for all the modes fi fundamental modes and the rst six overtones at periods com- measured. prised between 35 and 175 s (see Fig. 1 ",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,methods,148,3. Methods of the phase velocity maps and is limited to larger wavelengths than the precision of our grid. To insure that we do not interpret 1 Ã‚ 1,Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,forward.and.inverse.problem,973,"3.1. Forward and inverse problem 1 Ã‚ 1 than the precision of our grid. To insure that we do not interpret of the phase velocity maps and is limited to larger wavelengths 3. Methods resolution of our model is directly controlled by the resolution ). Of course, the lateral Section 3.3 to account for crustal structure ( ), which we employed Bassin et al., 2000 crustal model CRUST2.0 ( s 3-D anisotropy from the models obtained. information on Earth ' parametrization was designed to follow the same ",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,parametrization,2693,"3.2. Parametrization being mapped into the anisotropy. However, with the calculation of resolution matrices Visser et al. (2008a) showed that there was ' 1 Ã‚ 1 We divided Earth s surface into 2 2 cells, and inversions little mapping of isotropic structure into the anisotropy. We can of Eqs. (2) and (3) were carried out at each grid cell. This cell thus safely invert the terms of Eq. (1) separately and infer parametrization was designed to follow the same grid as that of ' information on Earth s",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,crustal.corrections,1380,"3.3. Crustal corrections Moho depth, and therefore where we expect the strongest effect on the partial derivatives. The choice of the crustal model affects The previous generation of 3-D velocity and anisotropy models the sensitivity kernels of fundamental mode Rayleigh waves as obtained from surface wave inversions used sensitivity kernels expected considering that they are sensitive to relatively shallow calculated based on the 1-D reference mantle model PREM structure, but it also affects the",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,results,150,"4. Results Kustowski et al., 2008 ; Nettles and Dziewonski, 2008 ; Visser et al., 2008b ; Beghein, 2010 ; Ferreira et al., 2010 ; Yuan and Romanowicz,",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,the.model,9138,4.1. The model 2010 ). Here we adopted an approach similar to that of Boschi and EkstrÃ¶m (2002) and determined a set of laterally varying partial Our results unveil the 3-D pattern of azimuthal anisotropy in 1 Ã‚ 1 derivatives calculated on our 2 2 grid. At each grid cell we the upper 1000 km of the mantle and reveal a striking correlation generated a local 1-D model composed of crustal model CRUST2.0 between changes in anisotropy and the location of upper mantle  0  100  200  300  400  500  60,Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,effect.of.reference.mantle.model.and.synthetic.tests,2568,"4.2. Effect of reference mantle model and synthetic tests G / L and d dr . Supplementary Fig. 12 shows that using the PREM crustal model led to some changes in the anisotropy rms ampli- fi fi  = We rst veri ed that the presence of a discontinuity at 220 km tude, but little differences were found in d dr , and the two fi in the reference model does not affect the results by smoothing models correlated well above the 95% signi cance level. Our the sensitivity kernels and performing new inversions.",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,the.tests.of,4066,"0. The tests of H B based on PREM and assuming Â¼ Â¼ number of parameters compared to a model that is isotropic below these tests were conducted using sensitivity kernels calculated t improved, but we also increased the MTZ and below, the data ). The reader should also keep in mind that Section 4.5 below ( fi anisotropy. By allowing the model to include anisotropy in the this study are uncertainties averaged over the sphere, as explained whether the data employed truly require deep upper mantle ",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,effect.of.3.d.crustal.structure,3170,"4.3. Effect of 3-D crustal structure In this study we accounted for the effects of 3-D crustal  1000 structure on the sensitivity kernels. It should nevertheless be  20  25  30  35  40  45  50  55 noted that the resulting 3-D model also depends on the accuracy Deviation from APM [degree] of the crustal model used. In order to test the dependence of our results on the choice of the crustal model, we performed a second Fig. 4. Deviation of fast azimuth from the APM under stable continents and ocea",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,f.tests,11495,"4.4. F-tests and Supplementary Figs. 9 and 10). These synthetic tests were also used to verify how well our inversion recovers a given input Findings of a previously unseen signal of seismic anisotropy model, with the caveat that they do not account for lateral in the MTZ need to be accompanied by additional tests to assess variations in ray coverage since the data error bars employed in whether the data employed truly require deep upper mantle this study are uncertainties averaged over the sphe",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,data.uncertainties.and.mis,3240,"4.5. Data uncertainties and mis t estimates fi than ours, and it was composed of phase velocities for the rst two fi  2 Love wave overtones, which are signi cantly less sensitive to V The used above strongly depends on data uncertainties. SV anisotropy than Rayleigh waves. In addition, uncertainties on Love ' However, despite Visser et al. s (2008a) efforts to quantify phase  wave 2 anisotropy are typically larger than uncertainties on velocity uncertainties, these are likely not fully character",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,comparison.with.other.models,2033,"4.6. Comparison with other models dence level for a degree 20 expansion. con fi but lower for each data subset. calculated a global correlation of 0.15, which is above the 95% individual data subset. The VR of model 2 is closer to that of YB13, ) and Fig. 7 up to degree and order 20 (shown in blue in (2012) The VR is also much higher for YB13 than for model 1 in each Becker et al. expansion of the SKS data. We used the expansion of model 1 and model 2 have a VR of only 74% and 80%, respectively.",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,shear.wave.splitting.predictions,2533,"4.7. Shear-wave splitting predictions regularization they applied. Furthermore, the uncertainties they reported were averaged over the sphere. They vary with the To verify that our model predicts reasonable shear-wave split- period and overtone number, but they do not change laterally ting delay times and fast azimuths we calculated splitting predic- and therefore do not account for the varying ray coverage quality tions following Montagner and Griot-Pommera (2000) . Fig. 7 across the globe. sho",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,discussion,11274,"5. Discussion 1 sec delay 0Â° 45Â° 90Â° 135Â° 180Â° -135Â° -90Â° -45Â° 0Â° 90Â° 90Â° Â­ In the upper 200 300 km of the mantle, our 3-D anisotropy pattern is in agreement with previous global studies ( Nishimura 60Â° 60Â° and Forsyth, 1989 ; Montagner and Tanimoto, 1991 ; Debayle et al., 2005 ), and predicts shear-wave splitting values that are compa- 30Â° 30Â° fi tible with measurements. If we de ne the lithosphere and asthe- 0Â° 0Â°  nosphere based on the goodness of alignment of with the prese",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,conclusions,1757,"6. Conclusions fi 670 km of the mantle. (For interpretation of the references to color in this gure caption, the reader is referred to the web version of this article.) We modeled the 3-D variations in SV azimuthal anisotropy in the top 1000 km of the mantle using fundamental modes and overtone Rayleigh wave phase velocity maps ( Visser et al.,  % of pyrolytic composition at MTZ conditions can have 1 seismic 2008a ). These data have much higher sensitivity to deep upper anisotropy ( Tommasi et a",Earth and Planetary Science Letters
294 Yuan 1-s2.0-S0012821X13002768-main.pdf,x.other.,1367,"present a global model of azimuthal anisotropy for the top 1000 km of the mantle. We used a dataset Keywords: composed of fundamental and higher mode Rayleigh wave phase velocity maps, which provides transition zone resolution of azimuthal anisotropy to much greater depths than in previous studies. Our model unravels anisotropy fi the presence of signi cant anisotropy in the transition zone, challenging common views of mantle surface waves deformation mechanisms, and reveals a striking correlati",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,introduction,4616,"1. Introduction convection that transfers heat more ef ciently. However, contrary to Grigne et al.'s (2005) proposal, Loyd et al. (2007) and Becker et al. fl Â­ fl Heat uxes at the Earth's surface and core mantle boundary (2009) showed that the total surface heat ux has decreased for the fl (CMB) have important in uences on Earth's thermal evolution and last 140 Ma at a rate of ~ 0.2% every million years, using plate recon- geodynamo processes in the core ( Aubert et al., 2008; Davies, 1999; str",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,methods.and.models,5374,"2. Methods and models back to Pangea era (~330 Ma ago). fl The surface and CMB heat uxes are controlled by mantle Our three-dimensional spherical models of mantle convection with convection. Although mantle convection models have been formulat- the last 450 Ma plate motion history are the same as that in Zhang et al. ed to constrain time evolution of mantle structures and to interpret (2010) . Here we only describe the most important aspects of the fi mantle seismic structure (e.g., Bunge et al.",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,results,269,"3. Results fi In this section, we rst present results of the surface and CMB heat fl fl uxes for reference case HF1 ( Table 2 ). We then examine the in uences of different parameters including lower mantle viscosity, chemical piles, phase changes, and plate motions. fl",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,surface.heat,7055,"3.1. Surface heat ux for case HF1 We start with reference case HF1 that has Rayleigh number of 8 2Ã— 10 , and an initially 250 km thick chemical layer above the CMB with abuoyancy numberBof 0.5 ( Table 2 ). The global root-mean-square velocity for the imposed surface velocity varies between ~6.6 cm/yr and a b 10 120 case HF1 ) 110 2 case HF6 100 8 6 Plate speed (cm/yr) Surface heat flux (mW/m 4 600 500 400 300 200 100 0 600 500 400 300 200 100 0 c d 120 120 Kaiman Reversal Superchron ) 2 110 Cre",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,cmb.heat,4795,"3.2. CMB heat ux for case HF1 fl ~ 190 Ma ago, Pangea starts to break up, and new sea oors at the fl central Atlantic, Indian Ocean, South Atlantic, and North Atlantic are The global average CMB heat ux with time for case HF1 is shown in fl created from 190 Ma to 120 Ma (e.g., Fig. 4 c). This leads to an increase Fig. 2 c, and the CMB heat ux and temperature distribution at 2835 km fl in global plate motion and causes the global averaged surface heat ux depth (i.e., 32 km above the CMB) at 330, ",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,in,9783,"3.3. In uences of different parameters on the heat uxes 160 quadrant I ) 2 fi Â­ quadrant II We now present ve more cases (cases HF2 HF6 in Table 2 )in 140 quadrant III which we remove the chemical layer, vary the viscosity structure, add quadrant IV the phase changes of Ringwoodite to perovskite and perovskite to global average fi post-perovskite, and increase the spreading rate for the Paci c oceanic 120 fl plates, to examine their effects on the heat uxes. Case HF2 differs from case HF1 by re",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,discussions,5478,"4. Discussions most likely re ects the large Paci c plate motions between 80 and 120 Ma used in the plate motion model ( Lithgow-Bertelloni and fi fi Our study represents the rst attempt to reconstruct Earth's surface Richards, 1998 ). How to improve the t to the present-day area-age fl and CMB heat ux associated with Pangea assembly and breakup since distribution is an important future research topic. fl fl the early Paleozoic using 3-D spherical mantle convection models. Our Our surface heat u",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,conclusions,6346,"5. Conclusions distribution for the last 180 Ma resembles that for the present-day, fl CognÃ© et al. (2006) found that the averaged sea oor age is uniformly We have formulated 3-D spherical models of mantle convection small from 40 Ma to 100 Ma ago with a minimum at 50 Ma, while the with imposed plate motion history to reconstruct temporal evolution fl averaged sea oor age between 120 and 180 Ma ago is similar to that for fl of surface and CMB heat ux since the Early Paleozoic and Pangea era. th",Earth and Planetary Science Letters
300 zhang 1-s2.0-S0012821X11002068-main.pdf,x.other.,1036,"fl observations of the surface heat ux and sea oor age distribution. Our models show that the present-day CMB Keywords: fl fi heat ux is low below the central Paci c and Africa but high elsewhere due to subducted slabs, particularly mantle convection fl fl heat ux when chemically dense piles are present above the CMB. We show that while the surface heat ux may not supercontinent Pangea fi change signi cantly in response to Pangea assembly, it increases by ~16% from 200 to 120 Ma ago as a result ",Earth and Planetary Science Letters
301 zhang 1-s2.0-S0012821X1100639X-main.pdf,introduction,7075,"1. Introduction recorded by the history of continental ooding and deposition of sedi- mentary strata, provides constraints on the dynamic topography history. fl Dynamic topography is the surface de ection induced by mantle con- Therehavebeenalargenumberofstudies in thelast20 yr ondy- vection driven by sub-lithospheric buoyancy forces and it may provide namic topography and its history on both global and regional scales. important constraints on mantle dynamic processes (e.g., Cazenave The presen",Earth and Planetary Science Letters
301 zhang 1-s2.0-S0012821X1100639X-main.pdf,models.and.methods,929,"2. Models and methods Our global models of mantle convection with the last 450 Ma plate motion history are the same as that described in Zhang et al. (2010) . Here we only describe the basic model set-ups and calculations of dy- fi namic topography. Our models assume an in nite Prandtl number and the Boussinesq approximation. The conservation equations of mass, momentum, and energy, and the advection equation of compo- sitions are described in Zhong et al. (2008) . Our mantle convection models h",Earth and Planetary Science Letters
301 zhang 1-s2.0-S0012821X1100639X-main.pdf,results,428,"3. Results fi In this section, we rst demonstrate the role of lithospheric and fi mantle buoyancy in topography, thus de ning dynamic topography for this study. Second, we present the results of dynamic topography and its history for the reference case TG1. We then examine the effects of different parameters including chemical piles, initial mantle struc- tures, and plate geometry of the oceanic plates on dynamic topography.",Earth and Planetary Science Letters
301 zhang 1-s2.0-S0012821X1100639X-main.pdf,the.model.present.day.topography.and.dynamic.topography.from,9268,3.1. The model present-day topography and dynamic topography from case TG1 We start with the reference case TG1 that is the same as case HF1 in Zhang and Zhong (2011) or case FS1 in Zhang et al. (2010) .Thiscase has an initially 250 km thick chemical layer above the CMB with a buoyancy 8 number B of 0.5. With Ra= 2 Ã— 10 and other parameters listed in A) 60 o 60 o 0 o 0 o -60 o -60 o -4 -3 -2 -1 0 (km) C) o o 60 60 o 0 0 o o o -60 -60 -60 o -60 o -0.8 -0.6 -0.4 -0.2 0 0.2 0.4 0.6 0.8 -3.5 (km) E,Earth and Planetary Science Letters
301 zhang 1-s2.0-S0012821X1100639X-main.pdf,the.dynamic.topography.history.from.case.tg1,10890,"3.2. The dynamic topography history from case TG1 tively, and track their time-dependent dynamic topographies ( Fig. 2 fi We rst describe the general patterns of mantle buoyancy evolu- for their locations at different times, and Fig. 3 A). For each craton, tion that control dynamic topography history. There is no cold down- we calculate the average dynamic topography over a circular region fi fl welling in the central Paci c in our model ( Fig. 2 middle and of 5Â° radius. It is clear that the Sl",Earth and Planetary Science Letters
